# NAME: Culberson graph. Specifications given below. Weights computed via the uniform distribution.
# COMMENT: DESCRIPTION: Quasi-random coloring problem
# CODE SOURCE: Joseph Culberson (joe@cs.ualberta.ca)
# Specifications:
# Random seed: 13185
# No hidden coloring
# Probability: 0.769218
# girth/degree-limited graph, girth 8, delta 1076, max 1311
# Degree Information:
# Min:4 Avg:6.512913 Max:14 Std:1.050756
# No verification required.
# Creation Date: Mon Apr 11 19:06:36 2016
# Weight distribution parameters: a=0.0; b=83.0; seed=1810.
# TYPE: Random Graphs
4453 14501
2245 2904 20.6838284144
756 2905 15.657384527
1577 2905 15.6445691067
1851 2905 28.9953190615
2356 2905 82.0196949496
2501 2905 59.0121934304
2615 2905 53.5626110214
1700 2906 15.4959069195
2014 2906 21.7703928379
2165 2906 26.9642256434
154 2907 75.4955091686
828 2907 67.8524257529
1398 2907 70.4420129347
2544 2907 11.0634421235
1263 2908 11.9349742224
1406 2908 69.146235499
2419 2908 51.6370871291
181 2909 12.074640752
474 2909 46.5409994548
906 2909 48.5012589869
1288 2909 20.2263472865
2261 2909 27.4185977567
2725 2909 45.869028534
635 2910 61.6326771113
1196 2910 75.2024782028
1814 2910 24.8451928178
2896 2910 14.7671713611
192 2911 81.1189066866
233 2911 44.2667160238
668 2911 76.046363769
1478 2911 12.555332224
1707 2911 40.4141741491
1893 2911 18.2937512138
2698 2911 11.6199785396
1371 2912 36.6794563724
1793 2912 37.58670846
2307 2912 42.1005584463
174 2913 47.0101196642
848 2913 75.8249823923
945 2913 20.0334431581
2055 2913 58.9719987454
2211 2913 48.2897295998
275 2914 10.0760006532
371 2914 78.479175773
871 2914 65.793042321
2449 2914 22.0576490715
52 2915 45.8467077347
613 2915 9.58866824937
1597 2915 57.2375026073
2639 2915 69.6504000603
2804 2915 15.8277362757
124 2916 64.8732898686
1264 2916 34.8556108028
1347 2916 54.9348083571
1935 2916 82.7268156015
94 2917 77.3620010489
677 2917 71.9987424664
1338 2917 48.1275627812
1884 2917 23.9005970386
2018 2917 20.6257639716
2250 2917 6.97523466077
2654 2917 74.4157164325
1360 2918 1.18140527417
1390 2918 81.9903108636
1435 2918 3.15467855501
2645 2918 14.9460475101
2655 2918 14.0718942177
2750 2918 62.3000026635
460 2919 29.6846655699
1821 2919 62.3427527515
1977 2919 43.4742492115
228 2920 80.7126216341
294 2920 47.558643119
630 2920 15.4645298003
193 2921 78.469681676
333 2921 47.5504339196
785 2921 56.8064845736
1156 2921 43.8182697009
1861 2921 35.0781410796
1924 2921 58.801226815
2673 2921 75.3804025596
374 2922 21.8024870749
951 2922 22.6436110775
1602 2922 59.1122581078
2758 2922 65.9069120097
976 2923 7.71632241493
1503 2923 15.510355656
2204 2923 33.4297566699
2527 2923 7.51274414259
956 2924 35.6821476534
1133 2924 13.5519219253
1811 2924 15.9208427152
2388 2924 40.4366961166
363 2925 77.9801366755
1086 2925 76.9552777411
434 2926 3.03798029853
1373 2926 42.3270387426
1463 2926 64.1057728017
2511 2926 29.8692192489
2662 2926 77.1478864346
426 2927 77.3206429218
1083 2927 35.194055057
1916 2927 63.7309673335
2765 2927 75.5190045897
246 2928 81.0313215631
524 2928 2.36978657738
2555 2928 59.9043216254
612 2929 55.8511070795
2681 2929 11.2756967789
897 2930 7.99935939653
1017 2930 37.8938506535
1204 2930 73.552936694
1279 2930 60.1900573044
2177 2930 51.5779451746
740 2931 30.59731231
905 2931 41.0854539936
2555 2931 63.3928162951
1227 2932 62.7227079415
1442 2932 78.629315541
1866 2932 51.154216193
1948 2932 73.3967631182
2579 2932 52.5598536537
2729 2932 9.28017567153
445 2933 70.4185652283
1237 2933 2.1658150276
1288 2933 78.3495477603
2114 2933 14.2436163958
2837 2933 81.0267050299
71 2934 59.0344838062
1004 2934 67.5103198211
2339 2934 58.653856956
653 2935 32.1242366947
2032 2935 21.8736091142
2082 2935 27.192884199
172 2936 82.3123330496
1832 2936 22.8962569508
2090 2936 66.1088424716
2810 2936 74.2591727509
2893 2936 50.6994114567
1099 2937 16.9989980739
1326 2937 15.9985178841
2005 2937 74.1579447339
396 2938 3.20644516406
1916 2938 43.6094670176
2569 2938 5.55109828377
1309 2939 13.6887576479
1812 2939 78.10528357
2082 2939 26.4744817073
2096 2939 40.7490769625
2414 2939 74.3926280038
344 2940 68.4080046748
490 2940 16.9243042374
563 2940 67.7581071119
1061 2940 1.94411585354
216 2941 9.532408559
872 2941 11.9537440055
1109 2941 17.9410135974
1143 2941 27.2907102852
1537 2941 11.9684510643
1142 2942 77.2132106273
1327 2942 50.0067403799
1795 2942 0.957646879153
372 2943 46.1902141051
873 2943 16.0278807113
2199 2943 38.5461080172
2344 2943 49.4183435356
2805 2943 82.6808606479
287 2944 49.4247666829
497 2944 65.6555219652
1896 2944 67.9569730839
2229 2944 17.7795030123
705 2945 1.45311663765
738 2945 21.2944242905
1280 2945 28.6980862784
1955 2945 16.5630183043
309 2946 67.0031728341
2285 2946 74.8486130003
2830 2946 49.6363417865
693 2947 22.3792968689
1597 2947 44.3273868624
1958 2947 50.3235657809
389 2948 47.3301116435
1009 2948 40.9750869814
1901 2948 13.70237271
2813 2948 50.3525629324
37 2949 11.7618719916
306 2949 77.6647658454
397 2949 61.6020940738
1993 2949 31.7546398515
2496 2949 20.0899759714
4 2950 19.2328090719
1797 2950 17.8651677088
2656 2950 0.158224275581
118 2951 10.9603305289
346 2951 59.131067134
629 2951 25.6983283271
1153 2951 14.9740454284
1250 2951 29.109121475
2579 2951 10.9396990321
905 2952 26.3502811839
1102 2952 50.4144342707
1171 2952 81.5036852371
1467 2952 75.808400045
69 2953 32.8783985947
536 2953 73.9608083175
891 2953 62.8828528814
1425 2953 70.9276691977
2708 2953 36.4176286447
583 2954 43.1023710137
1625 2954 65.1096466775
2569 2954 31.1545031141
152 2955 14.9734468206
2668 2955 41.8663041188
928 2956 57.3127846443
1407 2956 6.7996540915
1693 2956 14.9186204633
1738 2956 26.1548427709
2166 2956 66.0486913648
1093 2957 35.0243786776
1836 2957 69.2905236822
2613 2957 3.33743356431
2775 2957 11.807936642
193 2958 41.1343169487
625 2958 63.4755110798
1226 2958 30.366545874
2324 2958 13.7896866974
2480 2958 15.2882743608
2782 2958 20.1616777231
381 2959 22.6711393515
878 2959 62.7764596269
1531 2959 61.0482104762
1971 2959 79.7713556236
2424 2959 70.7348611929
2439 2959 46.4597569748
630 2960 22.7173353066
810 2960 31.3733766082
2074 2960 82.6550550405
2077 2960 15.8800924283
2431 2960 34.6752316061
204 2961 71.7263032484
551 2961 4.61155415027
1387 2961 53.039313656
2307 2961 82.6152313378
2388 2961 39.2675441969
2584 2961 10.1936816759
718 2962 35.9134853142
1988 2962 47.0594861361
2204 2962 64.5365505573
2934 2962 14.8138313189
402 2963 29.0091557024
1280 2963 25.2501159182
1646 2963 36.8289466983
2091 2963 53.5391562041
2927 2963 71.802601211
9 2964 34.9461504967
78 2964 75.3074172748
457 2964 43.7396712484
1044 2964 8.97149541247
1386 2964 1.02560470689
263 2965 1.92748876703
1773 2965 80.7675525489
1847 2965 64.015327782
1902 2965 80.0215067802
2788 2965 12.4746789011
549 2966 25.574126307
641 2966 64.3108631
2450 2966 80.8572286735
2586 2966 78.2520062697
726 2967 57.7970583039
778 2967 22.017771278
1430 2967 9.03637361307
1910 2967 23.9107494654
1933 2967 60.9128916067
2000 2967 72.3004763006
2206 2967 36.8624474814
85 2968 52.6441384472
743 2968 34.1049351824
814 2968 11.857198911
118 2969 1.05156099199
529 2969 49.0049083768
1729 2969 61.6188938918
2105 2969 42.3924516144
2287 2969 23.4809278238
103 2970 62.4389040394
123 2970 23.4783127789
409 2970 69.3367299755
1731 2970 57.117663503
2258 2970 36.0316182538
2816 2970 39.9575443126
1564 2971 69.367871888
2137 2971 54.9497370767
2236 2971 69.890478679
2560 2971 15.8897697658
2884 2971 44.7005110422
1035 2972 53.4915199705
1233 2972 32.4336577939
2954 2972 50.8335343014
475 2973 15.7422249221
836 2973 73.6223081715
1780 2973 21.9842193407
2261 2973 3.89290827364
2934 2973 8.06893492979
230 2974 28.0511180604
1090 2974 42.0388309484
2397 2974 58.343037662
2471 2974 44.5351553085
2582 2974 82.1697927157
491 2975 62.8073894979
1196 2975 10.20986919
354 2976 58.1625337564
807 2976 46.1815352127
982 2976 55.7481209506
2789 2976 47.9156802933
2944 2976 16.2682187115
164 2977 13.6306192805
1274 2977 52.2771234934
2248 2977 40.7097010668
2896 2977 5.32527478052
246 2978 73.0240231469
413 2978 32.5629946665
1722 2978 8.50755149685
1928 2978 77.646189882
2265 2978 29.6460426977
2470 2978 12.7808628664
1728 2979 57.4403636383
1841 2979 15.9443071644
1925 2979 59.0516901342
2298 2979 31.4776458177
94 2980 19.3092179016
1469 2980 46.402845954
2158 2980 73.7582513967
2548 2980 30.6257881749
2975 2980 76.6761727542
499 2981 30.4066237943
719 2981 15.6369447264
1507 2981 39.8662278555
2523 2981 73.1197083697
441 2982 18.672925795
861 2982 38.5537323557
2897 2982 82.3326224839
562 2983 2.02695932969
756 2983 7.65625405336
879 2983 47.4391023028
1208 2983 23.5064005941
1224 2983 59.3728649066
323 2984 54.1296082043
445 2984 4.87232782072
532 2984 12.7827138069
1540 2984 68.1661786048
1829 2984 79.2639915252
2181 2984 67.7335881611
2629 2984 67.5966544706
298 2985 80.6275965364
540 2985 73.3166767163
682 2985 68.1688546135
879 2985 69.9466001179
1424 2985 71.318191809
1603 2985 76.4266882726
2674 2985 70.0143631638
2811 2985 12.6137755533
113 2986 33.4437045353
1522 2986 33.2017637363
1593 2986 10.0120565507
1612 2986 32.8152738736
2597 2986 16.3417272084
1167 2987 2.00654536761
1442 2987 69.0293919277
1785 2987 30.9194618096
2207 2987 15.1482935131
2587 2987 66.8420071732
143 2988 21.3280949632
1456 2988 69.5800211402
2264 2988 53.9277861496
249 2989 28.0687053008
1086 2989 0.233263431358
1478 2989 81.8561730225
1887 2989 52.1224398061
406 2990 63.5355349164
2096 2990 43.6983499854
2530 2990 42.7230881853
517 2991 82.8638607621
1147 2991 0.565128595304
2109 2991 65.8285154516
2504 2992 64.8827783838
2817 2992 55.0958153194
353 2993 66.8136556966
1247 2993 24.5578391341
1849 2993 39.1109369931
2392 2993 14.1668484469
2870 2993 57.4242811645
426 2994 1.95528056522
507 2994 14.6144757294
956 2994 61.5990929224
1665 2994 23.2952453043
1948 2994 68.8314006433
408 2995 26.4214439026
1037 2995 64.4958174334
1126 2995 46.0372633669
252 2996 80.2265578678
961 2996 10.6121811074
1572 2996 80.6935976472
1626 2996 53.895158874
693 2997 76.3013295198
748 2997 22.5083645714
1142 2997 6.69156196151
1436 2997 68.7279167172
1468 2997 24.0112503428
2302 2997 23.4745435577
2806 2997 38.8713750191
666 2998 75.5349897845
1428 2998 48.6535149355
2208 2998 6.77078457581
2334 2998 6.05185344183
2954 2998 63.7432421791
532 2999 49.0507626138
847 2999 21.3599939369
1218 2999 64.8620275409
1351 2999 56.1820686476
2287 2999 0.861981911003
2740 2999 48.3418398057
2977 2999 17.6720417809
91 3000 24.7287453448
1692 3000 76.5300428388
2366 3000 37.1611078505
1644 3001 28.6834235299
2371 3001 68.3502072196
2846 3001 5.31508236119
2916 3001 0.549055899467
2997 3001 80.237955734
170 3002 54.1991920234
704 3002 19.6388190091
1096 3002 68.5294636907
1151 3002 78.6279058664
1951 3002 75.8390941157
2992 3002 16.934360464
1830 3003 2.64150827523
2342 3003 64.771795287
2777 3003 3.95878732455
827 3004 79.9929412409
1180 3004 28.5680390096
1570 3004 63.1778119036
1376 3005 53.864975539
1436 3005 46.8913599766
1562 3005 73.9730541665
1947 3005 77.2287960202
2358 3005 32.4044747227
2389 3005 64.1053683318
2623 3005 74.0330666981
1598 3006 45.2242228216
1930 3006 15.6233201093
2394 3006 79.1167115416
2606 3006 66.3912268189
80 3007 41.9180419609
707 3007 17.1661797562
946 3007 46.5455055552
1264 3007 14.9984906516
1568 3007 17.7261757536
105 3008 0.527217474913
809 3008 41.3387565181
1670 3008 10.8092057331
1898 3008 33.5606185368
2170 3008 20.0271809637
487 3009 8.5178628335
1208 3009 44.4064694331
1319 3009 38.6980105364
2000 3009 40.4803283845
2915 3009 75.5568156399
302 3010 66.0053858074
468 3010 76.9789175863
1957 3010 37.7349016201
2162 3010 76.9953382002
417 3011 37.5075458098
847 3011 26.0864506856
1575 3011 26.4481705917
3 3012 70.4341476886
856 3012 2.81215673248
1401 3012 61.6991946904
2103 3012 67.9727236826
91 3013 9.79289728725
1619 3013 25.4640249676
2033 3013 17.1374895311
667 3014 20.7102064295
823 3014 9.39043567914
1258 3014 3.5831815944
1481 3014 73.2809413892
1776 3014 19.3516692111
1983 3014 3.79851654628
553 3015 74.4969764451
582 3015 31.3324599228
849 3015 44.816323728
2417 3015 2.10911772737
739 3016 39.3843865348
744 3016 76.335258529
1745 3016 4.11244693408
2651 3016 73.498531262
2877 3016 45.2028509341
715 3017 28.7484205498
893 3017 57.6479638841
1221 3017 35.1783275105
1298 3017 52.1281839065
2251 3017 55.1628192368
2758 3017 72.6767639829
303 3018 64.6404541484
1291 3018 81.6731278038
1434 3018 42.8654062969
229 3019 13.192535697
524 3019 69.9824986495
551 3019 19.4680720183
1592 3019 76.0607717667
88 3020 63.739729625
700 3020 24.2818383601
2294 3020 45.4919635425
2508 3020 3.53524276297
2605 3020 79.6260253473
2724 3020 8.30639660294
1518 3021 37.7260913078
2097 3021 51.8985048587
2183 3021 3.61067651757
2931 3021 81.4447053751
3006 3021 9.38555125496
121 3022 50.7163459969
130 3022 55.7424074642
1005 3022 69.3888283677
1051 3022 64.5193066258
1306 3023 63.7281820865
2888 3023 11.8099424964
1289 3024 65.7599163776
1328 3024 27.2123179293
2039 3024 60.0694692701
2170 3024 71.5112717735
2381 3024 65.3794364814
388 3025 19.9245442545
510 3025 0.205647667638
765 3025 63.764956792
1101 3025 65.0760560908
1910 3025 26.2171414295
2644 3025 32.8584403266
2796 3025 72.3485856002
41 3026 13.6568962588
864 3026 32.4520649365
1222 3026 59.2483532103
1754 3026 43.829244762
37 3027 57.7893160049
1296 3027 17.0059595843
2268 3027 19.7264706736
2606 3027 71.3757045327
2866 3027 12.582263651
2968 3027 5.15623871697
491 3028 49.0962690243
983 3028 42.1986852502
1942 3028 64.9681093193
1953 3028 72.5727153048
2567 3028 68.7162297401
651 3029 71.9146455031
942 3029 26.1639056573
2272 3029 39.1348462917
2588 3029 68.3723399985
656 3030 30.751202107
1124 3030 76.5377244444
1813 3030 82.6701404801
2523 3030 58.3402526191
326 3031 32.7009702599
382 3031 8.04923451682
706 3031 5.42901914519
1022 3031 21.7658200886
2990 3031 2.12856857579
94 3032 24.9331174601
816 3032 59.5287911787
1203 3032 8.59788307827
1827 3032 72.4937060822
2112 3032 57.8009725688
2837 3032 47.8939668451
3006 3032 52.8882523662
163 3033 63.4134265274
835 3033 32.2512436548
1038 3033 2.60351648347
1755 3033 65.1261531726
2892 3033 16.8402365411
963 3034 48.5925196158
2832 3034 60.5977405134
136 3035 45.3356750816
802 3035 14.399468014
1494 3035 60.0204291602
1758 3035 37.0635777832
2408 3035 31.9050711725
813 3036 34.4345578902
816 3036 72.6609769391
1211 3036 15.605031844
103 3037 49.5105046606
369 3037 35.4263249727
875 3037 81.4878807253
2023 3037 76.3258194886
3009 3037 27.0355125472
2304 3038 47.5347046704
2314 3038 55.7285043218
2593 3038 80.52019473
2808 3038 34.2434606736
861 3039 78.0090199883
974 3039 69.779157047
1011 3039 60.2379298096
1310 3039 74.0819116806
2046 3039 4.60054148479
2491 3039 25.082235579
1420 3040 30.7880842319
1671 3040 18.3154421725
2378 3040 75.9490292867
2571 3040 77.2205366291
2775 3040 48.8715799029
412 3041 41.7130442672
1258 3041 74.9153298315
1275 3041 28.9175106461
1689 3041 1.07931349587
2991 3041 63.0857176497
523 3042 82.0103728346
593 3042 50.6313580677
2829 3042 18.3657333673
202 3043 18.6292229642
286 3043 10.5185134714
2562 3043 37.8922075864
2968 3043 36.5597488263
808 3044 37.5524101335
943 3044 25.2172167102
987 3044 54.7289134536
1032 3044 42.5792802425
1719 3044 79.9895631917
2086 3044 24.8727765283
1434 3045 75.5942467553
2295 3045 73.1532400382
2650 3045 27.6190651223
2874 3045 26.0439569426
733 3046 50.0659019462
774 3046 55.949627156
826 3046 34.3705301885
1175 3046 2.79131286753
3040 3046 5.4593271649
87 3047 35.7358094243
165 3047 39.9750916679
1650 3047 82.584859374
1886 3047 65.4789403361
625 3048 76.0214849331
661 3048 5.80549885005
1154 3048 26.8737215394
87 3049 0.830718720185
817 3049 78.7593216629
842 3049 2.06263585318
1291 3049 24.2165699084
1737 3049 31.612677353
1931 3049 62.8472158829
981 3050 58.7543354537
1169 3050 53.0961400582
1957 3050 62.3757722109
2431 3050 24.9114731417
2748 3050 7.2176980268
2808 3050 1.32798926512
382 3051 44.9797081166
386 3051 73.8926852562
942 3051 49.9426074047
1117 3051 71.7097148022
205 3052 61.7088374803
274 3052 76.4690932836
863 3052 57.6921620773
2123 3052 48.9211970474
2251 3052 61.3466982292
2279 3052 31.6362422086
2507 3052 25.9910349051
1315 3053 22.971342944
2040 3053 53.8149215266
182 3054 21.2680032271
606 3054 65.6899465584
1756 3054 27.4440095222
2612 3054 66.1629836682
2924 3054 17.5396845806
444 3055 71.3837495485
533 3055 68.7437960186
600 3055 72.8983406852
2073 3055 32.5409829394
390 3056 27.8532440376
485 3056 69.1675648655
2367 3056 73.8523656534
2658 3056 70.0068407564
863 3057 20.9055851029
1326 3057 81.1006441809
1853 3057 74.6937697348
127 3058 20.6572955576
579 3058 52.4694086895
859 3058 46.0992026329
1438 3058 32.3157137174
1959 3058 37.5477545397
2418 3058 60.2156592351
1645 3059 67.8547649852
1919 3059 37.450789182
2115 3059 27.5974641169
1928 3060 79.0049997658
1412 3061 23.7638230659
2497 3061 49.9756591897
2507 3061 16.8430069302
2896 3061 14.4760314716
2960 3061 17.2871631349
682 3062 60.449617539
1200 3062 46.6325373338
425 3063 4.84138287008
502 3063 30.1294600176
2116 3063 66.3665725892
2714 3063 18.3846793115
2925 3063 61.5576512701
1367 3064 46.5494907093
1760 3064 3.83133135982
1878 3064 64.8021915355
2848 3064 7.64187202473
352 3065 12.7159961021
374 3065 40.4742381095
1605 3065 27.1693458207
2725 3065 60.6556445297
2631 3066 9.98215476479
187 3067 54.2470328328
501 3067 16.0008530242
633 3067 48.7814200653
1922 3067 54.9632661193
2912 3067 69.6406866819
970 3068 3.8410985961
1706 3068 23.4034666011
2288 3068 64.8572642854
1428 3069 51.8650451775
2109 3069 32.521666599
2413 3069 66.3083725466
2636 3069 33.6727587097
3059 3069 11.5312961386
218 3070 67.9833059843
272 3070 30.7427439871
702 3070 28.5565533462
1608 3070 73.9292898301
1834 3070 81.7361519406
2054 3070 50.6957447151
285 3071 30.87721402
478 3071 5.64716947283
1684 3071 82.9735522949
2915 3071 46.6628716283
261 3072 14.8038093817
588 3072 77.5381736631
800 3072 45.6066137353
1007 3073 28.9096740205
1106 3073 53.1261961034
1579 3073 68.8907756678
2255 3073 12.4532033774
2537 3073 15.70056299
617 3074 44.1153130709
1732 3074 49.3865485514
2090 3074 60.3075133021
2337 3074 0.697624030406
1079 3075 37.3239197408
1217 3075 64.8661034565
1285 3075 12.7566206837
2668 3075 30.2593983177
2693 3075 37.646331935
474 3076 20.0384719482
1209 3076 49.9085652875
1340 3076 4.93214995611
1519 3076 82.4150566837
2382 3076 67.2341300828
1488 3077 56.9649672702
2198 3077 17.4537435318
869 3078 60.7848237015
1525 3078 66.7018681847
2019 3078 24.5176829794
2163 3078 81.0438961712
2908 3078 78.3452033361
2196 3079 64.889069292
2807 3079 23.7203174725
3063 3079 52.0233095742
114 3080 79.6892731435
937 3080 38.3636937047
2609 3080 53.9627297664
29 3081 37.4562548049
636 3081 4.98023215475
1368 3081 35.9462863544
2034 3081 10.8217551245
2569 3081 55.7873457054
300 3082 56.7474918869
567 3082 15.0912462191
2520 3082 22.7461163692
2815 3082 75.2346385644
2092 3083 4.8437108169
2401 3083 39.1621842148
2596 3083 19.1616771443
2880 3083 78.7144929264
3060 3083 45.4567520457
259 3084 52.8841873638
1086 3084 35.3299604896
2939 3084 9.98254905528
249 3085 6.18523530204
736 3085 8.8064442423
837 3085 50.0504650767
988 3085 0.805759139151
1647 3085 33.8733329214
1971 3085 77.4250407342
595 3086 62.131062262
1075 3086 40.2411871723
1434 3086 12.5889396667
3041 3086 80.6250822263
2212 3087 37.2776659681
490 3088 34.9095733398
515 3088 70.4963573132
690 3088 19.8994764969
2783 3088 17.7134218379
2853 3088 37.0362382842
3011 3088 28.5394246165
301 3089 23.1013747242
1315 3089 62.4664309035
2892 3089 51.8589301866
3030 3089 69.9033962511
391 3090 24.2244064094
1167 3090 39.6936125459
1263 3090 28.7125136048
2087 3090 7.66265355675
2629 3090 39.4454690114
245 3091 57.2022903356
368 3091 41.4873758521
1134 3091 80.6592337608
1376 3091 60.191198576
2495 3091 34.1429977691
405 3092 30.2059650332
1230 3092 9.64391817371
2197 3092 23.5855808752
2825 3092 9.19895862435
118 3093 18.9968267323
1075 3093 48.4039244094
1186 3093 35.3281235105
1328 3093 2.28677257918
2663 3093 26.8460856344
1130 3094 1.26377064882
2764 3094 38.8112399609
9 3095 63.0606433516
81 3095 33.148895577
1034 3095 47.3477374312
1750 3095 16.4300545259
1790 3095 66.4206851945
2980 3095 80.2493456511
328 3096 66.891002605
1764 3096 35.9738577842
1917 3096 52.3995763632
2067 3096 43.5347383667
70 3097 68.2251182226
1256 3097 43.0637974679
1375 3097 23.649813399
1768 3097 81.937408099
1537 3098 41.8821221928
2791 3098 66.6230381323
428 3099 23.2944546604
766 3099 63.7132887562
1185 3099 78.0201329443
1225 3099 31.1184258783
1505 3099 22.9263916004
1882 3099 75.138975519
2835 3099 29.5787733122
3087 3099 23.9285679177
673 3100 55.0252305697
1467 3100 38.8613140759
2654 3100 44.6219318749
2672 3100 26.4624035448
2688 3100 59.6241516151
101 3101 8.07077973769
1645 3101 45.1026263828
2089 3101 78.5455482227
2468 3101 78.6966596485
163 3102 41.357226728
1365 3102 80.9069808909
1730 3102 37.390781439
2406 3102 22.3027753314
3101 3102 2.84999609823
606 3103 63.477198725
942 3103 53.1900192092
1195 3103 52.944105257
2543 3103 14.954241761
1809 3104 21.8854837027
2045 3104 82.4147994663
2582 3104 64.8795987536
345 3105 50.0341771722
958 3105 1.21385900866
1110 3105 45.7989995755
1128 3105 78.5869067727
1362 3105 67.3685738643
2113 3105 82.5123861629
2637 3105 45.8596182015
320 3106 71.0428491362
1135 3106 77.2950865058
1774 3106 61.3336613988
380 3107 23.5230424823
585 3107 35.4738334884
678 3107 32.0588588559
2166 3107 52.5918925084
2088 3108 17.2686197436
2956 3108 1.11868648713
222 3109 44.4627093333
726 3109 61.523530911
940 3109 49.9047011734
1079 3109 30.9407742843
2770 3109 15.7726969859
370 3110 81.1018385541
1769 3110 61.8827480284
1819 3110 34.1897268061
1920 3110 21.060666504
2948 3110 82.9241579984
611 3111 17.0109110991
1053 3111 52.5579234212
1650 3111 4.10310471961
2260 3111 18.7095548477
1314 3112 6.5414450725
2257 3112 18.7291501873
2660 3112 52.4280783554
2706 3112 19.4157548099
2837 3112 8.55551994825
432 3113 66.2591403979
1945 3113 47.4510908979
1984 3113 4.43016343871
2241 3113 25.2307556642
2436 3113 23.2998946249
698 3114 27.5738028437
1527 3114 1.65132032208
1816 3114 31.5786125445
3000 3114 29.9090210309
183 3115 66.6538194949
2556 3115 19.811125934
2890 3115 28.2380126611
564 3116 57.9920402126
863 3116 82.5268479585
956 3116 14.8220970734
1108 3116 45.578190683
1 3117 17.7297354152
1148 3117 11.6146388537
2483 3117 25.3409963935
2621 3117 10.9134092071
188 3118 2.77612793097
1111 3118 9.48562237227
1589 3118 2.90774000915
1826 3118 73.5354614026
2185 3118 38.4810784893
2788 3118 36.3593367352
509 3119 63.8278342942
687 3119 74.6452640017
1561 3119 62.9316412707
2046 3119 56.139042682
2498 3119 55.3479301975
594 3120 29.7680837783
1507 3120 77.1749038477
2310 3120 29.9309810606
2495 3120 15.5035055617
380 3121 18.0227656791
1185 3121 74.7734050286
1621 3121 80.125008273
2602 3121 58.3809375976
2773 3121 72.9772734747
65 3122 6.72851224108
823 3122 79.4605218533
1351 3122 67.3020410313
1464 3122 18.3980151768
1675 3123 24.2458679211
1676 3123 64.0096347379
2230 3124 64.6290577161
2455 3124 17.0073553718
2607 3124 18.5359009161
2773 3124 54.9329856567
3098 3124 20.2733074133
494 3125 75.3252613795
2661 3125 18.6022681504
2827 3125 41.9331730663
2873 3125 70.240528828
1108 3126 60.6831867579
2241 3126 25.9569043292
2278 3126 78.1432407481
2382 3126 8.35152796314
2816 3126 2.45428475484
1711 3127 76.6634606948
2445 3127 31.2671287378
812 3128 11.1082562643
1032 3128 74.679576822
2252 3128 81.5090403551
2256 3128 30.4633953999
2331 3128 40.7154350532
248 3129 37.4417127286
1150 3129 32.3092920507
1511 3129 7.58846413994
2525 3129 45.8050137105
2925 3129 44.9729066478
3045 3129 18.1753423993
1823 3130 68.9668254409
2771 3130 37.169006901
183 3131 13.4997178122
1318 3131 33.7561604603
1553 3131 46.5460149483
2025 3131 68.8291268388
2486 3131 61.3957178504
2592 3131 59.3524181022
1301 3132 76.9046372338
1723 3132 36.2446967664
1728 3132 25.6262223554
3011 3132 13.697765871
3114 3132 34.9657972293
98 3133 7.45590617256
131 3133 54.9894158087
211 3133 42.7423722175
484 3133 46.6750596544
1844 3133 32.036458742
2535 3133 65.8073173652
275 3134 32.3635740492
444 3134 82.1100143273
1934 3134 50.9507833285
2772 3134 35.1337002633
2222 3135 54.0284327476
2240 3135 6.3328541841
2822 3135 20.5644552993
2895 3135 52.4732907296
226 3136 8.88256856151
834 3136 10.8536662438
1023 3136 2.04825157859
2324 3136 7.9166962262
2697 3136 59.0539197851
2405 3137 82.4054778468
2553 3137 12.5921305814
385 3138 63.6298708487
1164 3138 1.45223077798
1186 3138 17.468498003
1865 3138 2.56738244659
2715 3138 66.5823160478
84 3139 10.4883183826
361 3139 1.82610113682
841 3139 60.7447270699
1624 3139 46.7166264851
2615 3139 29.8838455356
77 3140 9.33291025447
2042 3140 54.6765886944
335 3141 17.2343261739
1184 3141 75.0738301419
1220 3141 31.9796253943
1332 3141 27.6833796533
2872 3141 59.7644615005
45 3142 11.1931348035
85 3142 69.4959242213
859 3142 63.591510332
1016 3142 4.51191061208
1129 3142 42.4725368315
1414 3142 47.7722907564
2044 3142 53.0054868073
2682 3142 21.5309358689
3122 3142 28.5744884695
493 3143 73.7417139817
670 3143 64.9963443843
860 3143 30.915653614
971 3143 18.1717723824
1424 3143 67.1410527823
2106 3143 70.5437144427
158 3144 36.0918876594
1192 3144 44.39589283
2238 3144 55.9293744355
3077 3144 41.6876169905
560 3145 27.3604846255
1604 3145 54.1311860592
2450 3145 41.6511687006
2926 3145 42.1587139886
399 3146 75.693276449
929 3146 61.4422263222
1093 3146 75.818026182
1242 3146 68.2779036711
1884 3146 49.6801258552
2123 3146 17.3990423567
60 3147 49.4878687744
823 3147 62.3352474209
1394 3147 40.7199395069
2388 3147 48.5449339624
357 3148 6.52206911841
1638 3148 45.7558855137
2013 3148 42.310225235
2664 3148 66.7071968659
3027 3148 13.0939728026
60 3149 82.169008558
1035 3149 22.9323292153
1219 3149 63.8899738762
1800 3149 66.3029032039
2261 3149 51.0227623062
2493 3149 17.1989137379
211 3150 67.9583488745
257 3150 62.875624961
749 3150 1.79391742849
2413 3150 43.1430586018
2850 3150 18.7500243483
489 3151 49.8351236343
992 3151 47.8490330287
1355 3151 54.4035673635
1990 3151 76.6293943561
510 3152 39.1501227116
2220 3152 25.7410132487
2928 3152 48.2994705601
